Name,Sequence Name,Accession,Database,Id,InterPro ID,InterPro Name,InterPro Type,Name
Clavaminate synthase-like,NZ_CADEQD010000002,WP_103692179.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CADEQP010000008,WP_096751231.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CADEQP010000008,WP_096751231.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CADEQP010000008,WP_096751231.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CADEWF010000004,WP_098152494.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CADEWF010000004,WP_098152494.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CADEWF010000004,WP_098152494.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CADEXE010000010,WP_186111008.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CADEXE010000010,WP_186111008.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CADEXE010000010,WP_186111008.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CADEXH010000002,WP_036029286.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CADEXH010000002,WP_036029286.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CADEXH010000002,WP_036029286.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CADEYJ010000003,WP_186101315.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CADEYJ010000003,WP_186101315.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CADEYJ010000003,WP_186101315.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP033431,WP_123038018.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP033431,WP_123038018.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP033431,WP_123038018.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_VIUM01000001,WP_145756094.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_VIUM01000001,WP_145756094.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_VIUM01000001,WP_145756094.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CADEPP010000014,WP_186011849.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CADEPP010000014,WP_186011849.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CADEPP010000014,WP_186011849.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CADEPT010000002,WP_186039228.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CADEPT010000002,WP_186039228.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CADEPT010000002,WP_186039228.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CADEQR010000001,WP_036056108.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CADEQR010000001,WP_036056108.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CADEQR010000001,WP_036056108.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CADEVO010000014,WP_046581042.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CADEVO010000014,WP_046581042.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CADEVO010000014,WP_046581042.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CADEVX010000002,WP_105852448.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CADEVX010000002,WP_105852448.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CADEVX010000002,WP_105852448.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CADEWI010000004,WP_186045405.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CADEWI010000004,WP_186045405.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CADEWI010000004,WP_186045405.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CADEWN010000001,WP_186059505.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CADEWN010000001,WP_186059505.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CADEWN010000001,WP_186059505.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CADEWQ010000001,WP_105849755.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CADEWQ010000001,WP_105849755.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CADEWQ010000001,WP_105849755.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CADEXT010000002,WP_186089460.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CADEXT010000002,WP_186089460.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CADEXT010000002,WP_186089460.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP025429,WP_101709115.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP025429,WP_101709115.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP068050,WP_201447063.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP068050,WP_201447063.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP068050,WP_201447063.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP098322,WP_250805156.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP098322,WP_250805156.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP098322,WP_250805156.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NC_013422,WP_012823834.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NC_013422,WP_012823834.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_JQKS01000001,WP_235209186.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_JQKS01000001,WP_235209186.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_JQKS01000001,WP_235209186.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_KB912877,WP_232216294.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_KB912877,WP_232216294.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_KB912877,WP_232216294.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NC_021591,WP_004944602.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NC_021591,WP_004944602.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP068771,WP_212559841.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CP068771,WP_212559841.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CM002023,WP_024106521.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CM002023,WP_024106521.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP006929,WP_016940741.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CP006929,WP_016940741.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP051429,WP_192988851.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CP051429,WP_192988851.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP104920,WP_057084644.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CP104920,WP_057084644.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NC_012880,WP_012765046.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NC_012880,WP_012765046.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CM001974,WP_040001542.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CM001974,WP_040001542.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CM001979,WP_042859473.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CM001979,WP_042859473.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_SZVX01000004,WP_143838909.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_SZVX01000004,WP_143838909.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP024202,WP_254055138.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP024202,WP_254055138.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP024202,WP_254055138.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
disorder_prediction,NZ_CP024202,WP_254055138.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,NZ_CP024202,WP_254055138.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
Cupin,NZ_CP103965,WP_259503025.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP103965,WP_259503025.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP103965,WP_259503025.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_AP023348,WP_203650143.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_AP023348,WP_203650143.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_AP023348,WP_203650143.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP081966,WP_028690309.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP081966,WP_028690309.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP081966,WP_028690309.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP087172,WP_139668245.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP087172,WP_139668245.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP087172,WP_139668245.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CM001558,WP_003179636.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Cupin,NZ_CM001558,WP_003179636.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CM001558,WP_003179636.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP027218,WP_129391611.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Cupin,NZ_CP027218,WP_129391611.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CP027218,WP_129391611.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP027561,WP_169429607.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Cupin,NZ_CP027561,WP_169429607.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CP027561,WP_169429607.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP058974,WP_182404194.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Cupin,NZ_CP058974,WP_182404194.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CP058974,WP_182404194.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP077091,WP_186550979.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
SignalP-noTM,NZ_CP077091,WP_186550979.1,SIGNALP_EUK,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
Cupin,NZ_CP077091,WP_186550979.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CP077091,WP_186550979.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Non cytoplasmic domain,NZ_CP077091,WP_186550979.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Signal Peptide,NZ_CP077091,WP_186550979.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
Signal peptide H-region,NZ_CP077091,WP_186550979.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
Signal peptide C-region,NZ_CP077091,WP_186550979.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
Signal peptide N-region,NZ_CP077091,WP_186550979.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP077092,WP_186565700.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Cupin,NZ_CP077092,WP_186565700.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CP077092,WP_186565700.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP087192,WP_258713159.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Cupin,NZ_CP087192,WP_258713159.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CP087192,WP_258713159.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP113097,WP_267817488.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Cupin,NZ_CP113097,WP_267817488.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CP113097,WP_267817488.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CABVIX010000004,WP_158464931.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Cupin,NZ_CABVIX010000004,WP_158464931.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CABVIX010000004,WP_158464931.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP019952,WP_078478837.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Cupin,NZ_CP019952,WP_078478837.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CP019952,WP_078478837.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP025035,WP_100851939.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Cupin,NZ_CP025035,WP_100851939.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CP025035,WP_100851939.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP118607,WP_274906474.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Cupin,NZ_CP118607,WP_274906474.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CP118607,WP_274906474.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP034836,WP_127970586.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CP034836,WP_127970586.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP072455,WP_099135670.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP072455,WP_099135670.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP072455,WP_099135670.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_FMWJ01000001,WP_049581616.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_FMWJ01000001,WP_049581616.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_FMWJ01000001,WP_049581616.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_JACHJQ010000010,WP_184815645.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_JACHJQ010000010,WP_184815645.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_JACHJQ010000010,WP_184815645.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP046173,WP_167488524.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP046173,WP_167488524.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP046173,WP_167488524.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP041965,WP_180968714.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP041965,WP_180968714.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
